,Legacy Xpaths,Components,Styles,Given Components,Given Styles,Match
1223,/book/conceptgroup/concept/collapseBody/conbody/p/xref/i,paragraph,TRNormal,paragraph,TRNormal,TRUE
1224,/book/conceptgroup/concept/collapseBody/conbody/p/xref/marker,paragraph,TRNormal,paragraph,TRNormal,TRUE
1225,/book/conceptgroup/concept/collapseBody/conbody/p/irclink,paragraph,TRNormal,paragraph,TRNormal,TRUE
1226,/book/conceptgroup/concept/collapseBody/conbody/p/irclink/marker,paragraph,TRNormal,paragraph,TRNormal,TRUE
1227,/book/conceptgroup/concept/collapseBody/subconcept,section,TRContentLevel2,section,TRContentLevel2,TRUE
1228,/book/conceptgroup/concept/collapseBody/subconcept/number,section,TRContentLevel2,section,TRContentLevel2,TRUE
1229,/book/conceptgroup/concept/collapseBody/subconcept/title,section,TRContentLevel2,section,TRContentLevel2,TRUE
1230,/book/conceptgroup/concept/collapseBody/subconcept/title/b,section,TRContentLevel2,section,TRContentLevel2,TRUE
1231,/book/conceptgroup/concept/collapseBody/subconcept/title/i,section,TRContentLevel2,section,TRContentLevel2,TRUE
1232,/book/conceptgroup/concept/collapseBody/subconcept/conbody,section,TRContentLevel2,paragraph,TRNormal,FALSE
1233,/book/conceptgroup/concept/collapseBody/subconcept/conbody/table,table,NormalTbl,table,NormalTbl,TRUE
1234,/book/conceptgroup/concept/collapseBody/subconcept/conbody/table/tbody,table,NormalTbl,table,NormalTbl,TRUE
1235,/book/conceptgroup/concept/collapseBody/subconcept/conbody/table/tbody/tr,table,NormalTbl,table,NormalTbl,TRUE
1236,/book/conceptgroup/concept/collapseBody/subconcept/conbody/table/tbody/tr/td,table,NormalTbl,table,NormalTbl,TRUE
1237,/book/conceptgroup/concept/collapseBody/subconcept/conbody/table/tbody/tr/td/i,table,NormalTbl,table,NormalTbl,TRUE
1238,/book/conceptgroup/concept/collapseBody/subconcept/conbody/table/tbody/tr/td/br,table,NormalTbl,table,NormalTbl,TRUE
1239,/book/conceptgroup/concept/collapseBody/subconcept/conbody/table/tbody/tr/td/fn,footnote,Footnote Text,footnote,Footnote Text,TRUE
1240,/book/conceptgroup/concept/collapseBody/subconcept/conbody/table/tbody/tr/td/fn/exreflink,footnote,Footnote Text,footnote,Footnote Text,TRUE
1241,/book/conceptgroup/concept/collapseBody/subconcept/conbody/table/tbody/tr/td/fn/exreflink/marker,footnote,Footnote Text,footnote,Footnote Text,TRUE
1242,/book/conceptgroup/concept/collapseBody/subconcept/conbody/table/tbody/tr/td/fn/notlink,footnote,Footnote Text,footnote,Footnote Text,TRUE
1243,/book/conceptgroup/concept/collapseBody/subconcept/conbody/table/tbody/tr/td/fn/notlink/marker,footnote,Footnote Text,footnote,Footnote Text,TRUE
1244,/book/conceptgroup/concept/collapseBody/subconcept/conbody/table/tbody/tr/td/fn/revplink,footnote,Footnote Text,footnote,Footnote Text,TRUE
1245,/book/conceptgroup/concept/collapseBody/subconcept/conbody/table/tbody/tr/td/fn/revplink/marker,footnote,Footnote Text,footnote,Footnote Text,TRUE
1246,/book/conceptgroup/concept/collapseBody/subconcept/conbody/table/tbody/tr/td/fn/revrlink,footnote,Footnote Text,footnote,Footnote Text,TRUE
1247,/book/conceptgroup/concept/collapseBody/subconcept/conbody/table/tbody/tr/td/fn/revrlink/marker,footnote,Footnote Text,footnote,Footnote Text,TRUE
1248,/book/conceptgroup/concept/collapseBody/subconcept/conbody/table/tbody/tr/td/fn/irspublink,footnote,Footnote Text,footnote,Footnote Text,TRUE
1249,/book/conceptgroup/concept/collapseBody/subconcept/conbody/table/tbody/tr/td/fn/irspublink/marker,footnote,Footnote Text,footnote,Footnote Text,TRUE
1250,/book/conceptgroup/concept/collapseBody/subconcept/conbody/table/tbody/tr/td/fn/case,footnote,Footnote Text,footnote,Footnote Text,TRUE
1251,/book/conceptgroup/concept/collapseBody/subconcept/conbody/table/tbody/tr/td/fn/case/casepart,footnote,Footnote Text,footnote,Footnote Text,TRUE
1252,/book/conceptgroup/concept/collapseBody/subconcept/conbody/table/tbody/tr/td/fn/case/casepart/casedisplay,footnote,Footnote Text,footnote,Footnote Text,TRUE
1253,/book/conceptgroup/concept/collapseBody/subconcept/conbody/table/tbody/tr/td/fn/case/casepart/casedisplay/cslink,footnote,Footnote Text,footnote,Footnote Text,TRUE
1254,/book/conceptgroup/concept/collapseBody/subconcept/conbody/table/tbody/tr/td/fn/case/casepart/casedisplay/cslink/marker,footnote,Footnote Text,footnote,Footnote Text,TRUE
1255,/book/conceptgroup/concept/collapseBody/subconcept/conbody/table/tbody/tr/td/fn/b,footnote,Footnote Text,footnote,Footnote Text,TRUE
1256,/book/conceptgroup/concept/collapseBody/subconcept/conbody/table/tbody/tr/td/fn/i,footnote,Footnote Text,footnote,Footnote Text,TRUE
1257,/book/conceptgroup/concept/collapseBody/subconcept/conbody/table/tbody/tr/td/fn/treglink,footnote,Footnote Text,footnote,Footnote Text,TRUE
1258,/book/conceptgroup/concept/collapseBody/subconcept/conbody/table/tbody/tr/td/fn/treglink/marker,footnote,Footnote Text,footnote,Footnote Text,TRUE
1259,/book/conceptgroup/concept/collapseBody/subconcept/conbody/table/tbody/tr/td/fn/irclink,footnote,Footnote Text,footnote,Footnote Text,TRUE
1260,/book/conceptgroup/concept/collapseBody/subconcept/conbody/table/tbody/tr/td/fn/irclink/marker,footnote,Footnote Text,footnote,Footnote Text,TRUE
1261,/book/conceptgroup/concept/collapseBody/subconcept/conbody/table/tbody/tr/td/b,table,NormalTbl,table,NormalTbl,TRUE
1262,/book/conceptgroup/concept/collapseBody/subconcept/conbody/table/tbody/tr/td/u,table,NormalTbl,table,NormalTbl,TRUE
1263,/book/conceptgroup/concept/collapseBody/subconcept/conbody/table/tbody/tr/td/irclink,table,NormalTbl,table,NormalTbl,TRUE
1264,/book/conceptgroup/concept/collapseBody/subconcept/conbody/table/tbody/tr/td/irclink/marker,table,NormalTbl,table,NormalTbl,TRUE
1265,/book/conceptgroup/concept/collapseBody/subconcept/conbody/table/colgroup,table,NormalTbl,table,NormalTbl,TRUE
1266,/book/conceptgroup/concept/collapseBody/subconcept/conbody/table/colgroup/col,table,NormalTbl,table,NormalTbl,TRUE
1267,/book/conceptgroup/concept/collapseBody/subconcept/conbody/related-app-content, , ,paragraph,TRNormal,FALSE
1268,/book/conceptgroup/concept/collapseBody/subconcept/conbody/related-app-content/related-app-property, , ,paragraph,TRNormal,FALSE
1269,/book/conceptgroup/concept/collapseBody/subconcept/conbody/related-app-content/content-label, , ,paragraph,TRNormal,FALSE
1270,/book/conceptgroup/concept/collapseBody/subconcept/conbody/related-app-content/description, , ,paragraph,TRNormal,FALSE
1271,/book/conceptgroup/concept/collapseBody/subconcept/conbody/figure,image, ,image,,FALSE
1272,/book/conceptgroup/concept/collapseBody/subconcept/conbody/figure/image,image, ,image,,FALSE
1273,/book/conceptgroup/concept/collapseBody/subconcept/conbody/p,paragraph,TRNormal,paragraph,TRNormal,TRUE
1274,/book/conceptgroup/concept/collapseBody/subconcept/conbody/p/ccalink,paragraph,TRNormal,paragraph,TRNormal,TRUE
1275,/book/conceptgroup/concept/collapseBody/subconcept/conbody/p/ccalink/marker,paragraph,TRNormal,paragraph,TRNormal,TRUE
1276,/book/conceptgroup/concept/collapseBody/subconcept/conbody/p/tdlink,paragraph,TRNormal,paragraph,TRNormal,TRUE
1277,/book/conceptgroup/concept/collapseBody/subconcept/conbody/p/tdlink/marker,paragraph,TRNormal,paragraph,TRNormal,TRUE
1278,/book/conceptgroup/concept/collapseBody/subconcept/conbody/p/pritreglink,paragraph,TRNormal,paragraph,TRNormal,TRUE
1279,/book/conceptgroup/concept/collapseBody/subconcept/conbody/p/pritreglink/marker,paragraph,TRNormal,paragraph,TRNormal,TRUE
1280,/book/conceptgroup/concept/collapseBody/subconcept/conbody/p/gcmlink,paragraph,TRNormal,paragraph,TRNormal,TRUE
1281,/book/conceptgroup/concept/collapseBody/subconcept/conbody/p/gcmlink/marker,paragraph,TRNormal,paragraph,TRNormal,TRUE
1282,/book/conceptgroup/concept/collapseBody/subconcept/conbody/p/strulink,paragraph,TRNormal,paragraph,TRNormal,TRUE
1283,/book/conceptgroup/concept/collapseBody/subconcept/conbody/p/strulink/marker,paragraph,TRNormal,paragraph,TRNormal,TRUE
1284,/book/conceptgroup/concept/collapseBody/subconcept/conbody/p/plrlink,paragraph,TRNormal,paragraph,TRNormal,TRUE
1285,/book/conceptgroup/concept/collapseBody/subconcept/conbody/p/plrlink/marker,paragraph,TRNormal,paragraph,TRNormal,TRUE
1286,/book/conceptgroup/concept/collapseBody/subconcept/conbody/p/annlink,paragraph,TRNormal,paragraph,TRNormal,TRUE
1287,/book/conceptgroup/concept/collapseBody/subconcept/conbody/p/annlink/marker,paragraph,TRNormal,paragraph,TRNormal,TRUE
1288,/book/conceptgroup/concept/collapseBody/subconcept/conbody/p/b,paragraph,TRNormal,paragraph,TRNormal,TRUE
1289,/book/conceptgroup/concept/collapseBody/subconcept/conbody/p/b/i,paragraph,TRNormal,paragraph,TRNormal,TRUE
1290,/book/conceptgroup/concept/collapseBody/subconcept/conbody/p/usclink,paragraph,TRNormal,paragraph,TRNormal,TRUE
1291,/book/conceptgroup/concept/collapseBody/subconcept/conbody/p/usclink/marker,paragraph,TRNormal,paragraph,TRNormal,TRUE
1292,/book/conceptgroup/concept/collapseBody/subconcept/conbody/p/ptreglink,paragraph,TRNormal,paragraph,TRNormal,TRUE
1293,/book/conceptgroup/concept/collapseBody/subconcept/conbody/p/ptreglink/marker,paragraph,TRNormal,paragraph,TRNormal,TRUE
1294,/book/conceptgroup/concept/collapseBody/subconcept/conbody/p/plcitelink,paragraph,TRNormal,paragraph,TRNormal,TRUE
1295,/book/conceptgroup/concept/collapseBody/subconcept/conbody/p/plcitelink/marker,paragraph,TRNormal,paragraph,TRNormal,TRUE
1296,/book/conceptgroup/concept/collapseBody/subconcept/conbody/p/case,paragraph,TRNormal,paragraph,TRNormal,TRUE
1297,/book/conceptgroup/concept/collapseBody/subconcept/conbody/p/case/casepart,paragraph,TRNormal,paragraph,TRNormal,TRUE
1298,/book/conceptgroup/concept/collapseBody/subconcept/conbody/p/case/casepart/casedisplay,paragraph,TRNormal,paragraph,TRNormal,TRUE
1299,/book/conceptgroup/concept/collapseBody/subconcept/conbody/p/case/casepart/casedisplay/cslink,paragraph,TRNormal,paragraph,TRNormal,TRUE
1300,/book/conceptgroup/concept/collapseBody/subconcept/conbody/p/case/casepart/casedisplay/cslink/marker,paragraph,TRNormal,paragraph,TRNormal,TRUE
1301,/book/conceptgroup/concept/collapseBody/subconcept/conbody/p/sttxlink,paragraph,TRNormal,paragraph,TRNormal,TRUE
1302,/book/conceptgroup/concept/collapseBody/subconcept/conbody/p/sttxlink/marker,paragraph,TRNormal,paragraph,TRNormal,TRUE
1303,/book/conceptgroup/concept/collapseBody/subconcept/conbody/p/ircpriorlink,paragraph,TRNormal,paragraph,TRNormal,TRUE
1304,/book/conceptgroup/concept/collapseBody/subconcept/conbody/p/ircpriorlink/marker,paragraph,TRNormal,paragraph,TRNormal,TRUE
1305,/book/conceptgroup/concept/collapseBody/subconcept/conbody/p/xref,paragraph,TRNormal,paragraph,TRNormal,TRUE
1306,/book/conceptgroup/concept/collapseBody/subconcept/conbody/p/xref/i,paragraph,TRNormal,paragraph,TRNormal,TRUE
1307,/book/conceptgroup/concept/collapseBody/subconcept/conbody/p/revplink,paragraph,TRNormal,paragraph,TRNormal,TRUE
1308,/book/conceptgroup/concept/collapseBody/subconcept/conbody/p/irclink,paragraph,TRNormal,paragraph,TRNormal,TRUE
1309,/book/conceptgroup/concept/collapseBody/subconcept/conbody/p/i,paragraph,TRNormal,paragraph,TRNormal,TRUE
1310,/book/conceptgroup/concept/collapseBody/subconcept/conbody/p/i/fn,footnote,Footnote Text,footnote,Footnote Text,TRUE
1311,/book/conceptgroup/concept/collapseBody/subconcept/conbody/p/i/fn/case,footnote,Footnote Text,footnote,Footnote Text,TRUE
1312,/book/conceptgroup/concept/collapseBody/subconcept/conbody/p/i/fn/case/casepart,footnote,Footnote Text,footnote,Footnote Text,TRUE
1313,/book/conceptgroup/concept/collapseBody/subconcept/conbody/p/i/fn/case/casepart/casedisplay,footnote,Footnote Text,footnote,Footnote Text,TRUE
1314,/book/conceptgroup/concept/collapseBody/subconcept/conbody/p/i/fn/case/casepart/casedisplay/cslink,footnote,Footnote Text,footnote,Footnote Text,TRUE
1315,/book/conceptgroup/concept/collapseBody/subconcept/conbody/p/i/fn/case/casepart/casedisplay/cslink/marker,footnote,Footnote Text,footnote,Footnote Text,TRUE
1316,/book/conceptgroup/concept/collapseBody/subconcept/conbody/p/i/i,paragraph,TRNormal,paragraph,TRNormal,TRUE
1317,/book/conceptgroup/concept/collapseBody/subconcept/conbody/p/i/irclink,paragraph,TRNormal,paragraph,TRNormal,TRUE
1318,/book/conceptgroup/concept/collapseBody/subconcept/conbody/p/i/irclink/marker,paragraph,TRNormal,paragraph,TRNormal,TRUE
1319,/book/conceptgroup/concept/collapseBody/subconcept/conbody/p/fn,footnote,Footnote Text,footnote,Footnote Text,TRUE
1320,/book/conceptgroup/concept/collapseBody/subconcept/conbody/p/fn/irspublink,footnote,Footnote Text,footnote,Footnote Text,TRUE
1321,/book/conceptgroup/concept/collapseBody/subconcept/conbody/p/fn/irspublink/marker,footnote,Footnote Text,footnote,Footnote Text,TRUE
1322,/book/conceptgroup/concept/collapseBody/subconcept/conbody/p/fn/pripreamblelink,footnote,Footnote Text,footnote,Footnote Text,TRUE
1323,/book/conceptgroup/concept/collapseBody/subconcept/conbody/p/fn/pripreamblelink/marker,footnote,Footnote Text,footnote,Footnote Text,TRUE
1324,/book/conceptgroup/concept/collapseBody/subconcept/conbody/p/fn/usclink,footnote,Footnote Text,footnote,Footnote Text,TRUE
1325,/book/conceptgroup/concept/collapseBody/subconcept/conbody/p/fn/usclink/marker,footnote,Footnote Text,footnote,Footnote Text,TRUE
1326,/book/conceptgroup/concept/collapseBody/subconcept/conbody/p/fn/cfrlink,footnote,Footnote Text,footnote,Footnote Text,TRUE
1327,/book/conceptgroup/concept/collapseBody/subconcept/conbody/p/fn/cfrlink/marker,footnote,Footnote Text,footnote,Footnote Text,TRUE
1328,/book/conceptgroup/concept/collapseBody/subconcept/conbody/p/fn/wwwlink,footnote,Footnote Text,footnote,Footnote Text,TRUE
1329,/book/conceptgroup/concept/collapseBody/subconcept/conbody/p/fn/pritreglink,footnote,Footnote Text,footnote,Footnote Text,TRUE
1330,/book/conceptgroup/concept/collapseBody/subconcept/conbody/p/fn/pritreglink/marker,footnote,Footnote Text,footnote,Footnote Text,TRUE
1331,/book/conceptgroup/concept/collapseBody/subconcept/conbody/p/fn/gcmlink,footnote,Footnote Text,footnote,Footnote Text,TRUE
1332,/book/conceptgroup/concept/collapseBody/subconcept/conbody/p/fn/gcmlink/marker,footnote,Footnote Text,footnote,Footnote Text,TRUE
1333,/book/conceptgroup/concept/collapseBody/subconcept/conbody/p/fn/annlink,footnote,Footnote Text,footnote,Footnote Text,TRUE
1334,/book/conceptgroup/concept/collapseBody/subconcept/conbody/p/fn/annlink/marker,footnote,Footnote Text,footnote,Footnote Text,TRUE
1335,/book/conceptgroup/concept/collapseBody/subconcept/conbody/p/fn/loctxlink,footnote,Footnote Text,footnote,Footnote Text,TRUE
1336,/book/conceptgroup/concept/collapseBody/subconcept/conbody/p/fn/loctxlink/marker,footnote,Footnote Text,footnote,Footnote Text,TRUE
1337,/book/conceptgroup/concept/collapseBody/subconcept/conbody/p/fn/oaglink,footnote,Footnote Text,footnote,Footnote Text,TRUE
1338,/book/conceptgroup/concept/collapseBody/subconcept/conbody/p/fn/oaglink/marker,footnote,Footnote Text,footnote,Footnote Text,TRUE
1339,/book/conceptgroup/concept/collapseBody/subconcept/conbody/p/fn/strulink,footnote,Footnote Text,footnote,Footnote Text,TRUE
1340,/book/conceptgroup/concept/collapseBody/subconcept/conbody/p/fn/strulink/marker,footnote,Footnote Text,footnote,Footnote Text,TRUE
1341,/book/conceptgroup/concept/collapseBody/subconcept/conbody/p/fn/stformlink,footnote,Footnote Text,footnote,Footnote Text,TRUE
1342,/book/conceptgroup/concept/collapseBody/subconcept/conbody/p/fn/stformlink/marker,footnote,Footnote Text,footnote,Footnote Text,TRUE
1343,/book/conceptgroup/concept/collapseBody/subconcept/conbody/p/fn/priptreglink,footnote,Footnote Text,footnote,Footnote Text,TRUE
1344,/book/conceptgroup/concept/collapseBody/subconcept/conbody/p/fn/priptreglink/marker,footnote,Footnote Text,footnote,Footnote Text,TRUE
1345,/book/conceptgroup/concept/collapseBody/subconcept/conbody/p/fn/momlink,footnote,Footnote Text,footnote,Footnote Text,TRUE
1346,/book/conceptgroup/concept/collapseBody/subconcept/conbody/p/fn/momlink/marker,footnote,Footnote Text,footnote,Footnote Text,TRUE
1347,/book/conceptgroup/concept/collapseBody/subconcept/conbody/p/fn/sttxlink,footnote,Footnote Text,footnote,Footnote Text,TRUE
1348,/book/conceptgroup/concept/collapseBody/subconcept/conbody/p/fn/sttxlink/marker,footnote,Footnote Text,footnote,Footnote Text,TRUE
1349,/book/conceptgroup/concept/collapseBody/subconcept/conbody/p/fn/ircpriorlink,footnote,Footnote Text,footnote,Footnote Text,TRUE
1350,/book/conceptgroup/concept/collapseBody/subconcept/conbody/p/fn/ircpriorlink/marker,footnote,Footnote Text,footnote,Footnote Text,TRUE
1351,/book/conceptgroup/concept/collapseBody/subconcept/conbody/p/fn/treglink,footnote,Footnote Text,footnote,Footnote Text,TRUE
1352,/book/conceptgroup/concept/collapseBody/subconcept/conbody/p/fn/tdlink,footnote,Footnote Text,footnote,Footnote Text,TRUE
1353,/book/conceptgroup/concept/collapseBody/subconcept/conbody/p/fn/revplink,footnote,Footnote Text,footnote,Footnote Text,TRUE
1354,/book/conceptgroup/concept/collapseBody/subconcept/conbody/p/fn/preamblelink,footnote,Footnote Text,footnote,Footnote Text,TRUE
1355,/book/conceptgroup/concept/collapseBody/subconcept/conbody/p/fn/plrlink,footnote,Footnote Text,footnote,Footnote Text,TRUE
1356,/book/conceptgroup/concept/collapseBody/subconcept/conbody/p/fn/notlink,footnote,Footnote Text,footnote,Footnote Text,TRUE
1357,/book/conceptgroup/concept/collapseBody/subconcept/conbody/p/fn/irclink,footnote,Footnote Text,footnote,Footnote Text,TRUE
1358,/book/conceptgroup/concept/collapseBody/subconcept/conbody/p/fn/i,footnote,Footnote Text,footnote,Footnote Text,TRUE
1359,/book/conceptgroup/concept/collapseBody/subconcept/conbody/p/fn/i/case,footnote,Footnote Text,footnote,Footnote Text,TRUE
1360,/book/conceptgroup/concept/collapseBody/subconcept/conbody/p/fn/i/case/casepart,footnote,Footnote Text,footnote,Footnote Text,TRUE
1361,/book/conceptgroup/concept/collapseBody/subconcept/conbody/p/fn/i/case/casepart/casedisplay,footnote,Footnote Text,footnote,Footnote Text,TRUE
1362,/book/conceptgroup/concept/collapseBody/subconcept/conbody/p/fn/i/case/casepart/casedisplay/cslink,footnote,Footnote Text,footnote,Footnote Text,TRUE
1363,/book/conceptgroup/concept/collapseBody/subconcept/conbody/p/fn/i/case/casepart/casedisplay/cslink/marker,footnote,Footnote Text,footnote,Footnote Text,TRUE
1364,/book/conceptgroup/concept/collapseBody/subconcept/conbody/p/fn/i/i,footnote,Footnote Text,footnote,Footnote Text,TRUE
1365,/book/conceptgroup/concept/collapseBody/subconcept/conbody/p/fn/exreflink,footnote,Footnote Text,footnote,Footnote Text,TRUE
1366,/book/conceptgroup/concept/collapseBody/subconcept/conbody/p/exreflink,paragraph,TRNormal,paragraph,TRNormal,TRUE
1367,/book/conceptgroup/concept/collapseBody/subconcept/conbody/p/fn/irclink/marker,footnote,Footnote Text,footnote,Footnote Text,TRUE
1368,/book/conceptgroup/concept/collapseBody/subconcept/conbody/p/fn/case,footnote,Footnote Text,footnote,Footnote Text,TRUE
1369,/book/conceptgroup/concept/collapseBody/subconcept/conbody/p/fn/case/casepart,footnote,Footnote Text,footnote,Footnote Text,TRUE
1370,/book/conceptgroup/concept/collapseBody/subconcept/conbody/p/fn/case/casepart/casedisplay,footnote,Footnote Text,footnote,Footnote Text,TRUE
1371,/book/conceptgroup/concept/collapseBody/subconcept/conbody/p/fn/case/casepart/casedisplay/cslink,footnote,Footnote Text,footnote,Footnote Text,TRUE
1372,/book/conceptgroup/concept/collapseBody/subconcept/conbody/p/fn/case/casepart/casedisplay/cslink/marker,footnote,Footnote Text,footnote,Footnote Text,TRUE
1373,/book/conceptgroup/concept/collapseBody/subconcept/conbody/p/fn/case/casehistoryphrase,footnote,Footnote Text,footnote,Footnote Text,TRUE
1374,/book/conceptgroup/concept/collapseBody/subconcept/conbody/p/xref/marker,paragraph,TRNormal,paragraph,TRNormal,TRUE
1375,/book/conceptgroup/concept/collapseBody/subconcept/conbody/p/irclink/marker,paragraph,TRNormal,paragraph,TRNormal,TRUE
1376,/book/conceptgroup/concept/collapseBody/subconcept/conbody/p/exreflink/marker,paragraph,TRNormal,paragraph,TRNormal,TRUE
1377,/book/conceptgroup/concept/collapseBody/subconcept/conbody/ol,list,TRNormal,list,TRNormal,TRUE
1378,/book/conceptgroup/concept/collapseBody/subconcept/conbody/ol/li,list,TRNormal,list,TRNormal,TRUE
1379,/book/conceptgroup/concept/collapseBody/subconcept/conbody/ol/li/notlink,list,TRNormal,list,TRNormal,TRUE
1380,/book/conceptgroup/concept/collapseBody/subconcept/conbody/ol/li/notlink/marker,list,TRNormal,list,TRNormal,TRUE
1381,/book/conceptgroup/concept/collapseBody/subconcept/conbody/ol/li/example,example,TRExample,example,TRExample,TRUE
1382,/book/conceptgroup/concept/collapseBody/subconcept/conbody/ol/li/example/title,example,TRExample,example,TRExample,TRUE
1383,/book/conceptgroup/concept/collapseBody/subconcept/conbody/ol/li/example/p,example,TRExample,example,TRExample,TRUE
1384,/book/conceptgroup/concept/collapseBody/subconcept/conbody/ol/li/example/p/fn,footnote,Footnote Text,footnote,Footnote Text,TRUE
1385,/book/conceptgroup/concept/collapseBody/subconcept/conbody/ol/li/example/p/fn/i,footnote,Footnote Text,footnote,Footnote Text,TRUE
1386,/book/conceptgroup/concept/collapseBody/subconcept/conbody/ol/li/example/p/fn/exreflink,footnote,Footnote Text,footnote,Footnote Text,TRUE
1387,/book/conceptgroup/concept/collapseBody/subconcept/conbody/ol/li/example/p/fn/exreflink/marker,footnote,Footnote Text,footnote,Footnote Text,TRUE
1388,/book/conceptgroup/concept/collapseBody/subconcept/conbody/ol/li/example/p/fn/treglink,footnote,Footnote Text,footnote,Footnote Text,TRUE
1389,/book/conceptgroup/concept/collapseBody/subconcept/conbody/ol/li/example/p/fn/treglink/marker,footnote,Footnote Text,footnote,Footnote Text,TRUE
1390,/book/conceptgroup/concept/collapseBody/subconcept/conbody/ol/li/example/p/fn/irclink,footnote,Footnote Text,footnote,Footnote Text,TRUE
1391,/book/conceptgroup/concept/collapseBody/subconcept/conbody/ol/li/example/p/fn/irclink/marker,footnote,Footnote Text,footnote,Footnote Text,TRUE
1392,/book/conceptgroup/concept/collapseBody/subconcept/conbody/ol/li/exreflink,list,TRNormal,list,TRNormal,TRUE
1393,/book/conceptgroup/concept/collapseBody/subconcept/conbody/ol/li/exreflink/marker,list,TRNormal,list,TRNormal,TRUE
1394,/book/conceptgroup/concept/collapseBody/subconcept/conbody/ol/li/u,list,TRNormal,list,TRNormal,TRUE
1395,/book/conceptgroup/concept/collapseBody/subconcept/conbody/ol/li/ptreglink,list,TRNormal,list,TRNormal,TRUE
1396,/book/conceptgroup/concept/collapseBody/subconcept/conbody/ol/li/ptreglink/marker,list,TRNormal,list,TRNormal,TRUE
1397,/book/conceptgroup/concept/collapseBody/subconcept/conbody/ol/li/sttxlink,list,TRNormal,list,TRNormal,TRUE
1398,/book/conceptgroup/concept/collapseBody/subconcept/conbody/ol/li/sttxlink/marker,list,TRNormal,list,TRNormal,TRUE
1399,/book/conceptgroup/concept/collapseBody/subconcept/conbody/ol/li/ol,list,TRNormal,list,TRNormal,TRUE
1400,/book/conceptgroup/concept/collapseBody/subconcept/conbody/ol/li/ol/li,list,TRNormal,list,TRNormal,TRUE
1401,/book/conceptgroup/concept/collapseBody/subconcept/conbody/ol/li/ol/li/ul,list,TRNormal,list,TRNormal,TRUE
1402,/book/conceptgroup/concept/collapseBody/subconcept/conbody/ol/li/ol/li/ul/li,list,TRNormal,list,TRNormal,TRUE
1403,/book/conceptgroup/concept/collapseBody/subconcept/conbody/ol/li/ol/li/ul/li/fn,footnote,Footnote Text,footnote,Footnote Text,TRUE
1404,/book/conceptgroup/concept/collapseBody/subconcept/conbody/ol/li/ol/li/ul/li/fn/sttxlink,footnote,Footnote Text,footnote,Footnote Text,TRUE
1405,/book/conceptgroup/concept/collapseBody/subconcept/conbody/ol/li/ol/li/ul/li/fn/sttxlink/marker,footnote,Footnote Text,footnote,Footnote Text,TRUE
1406,/book/conceptgroup/concept/collapseBody/subconcept/conbody/ol/li/ol/li/ul/li/irclink,list,TRNormal,list,TRNormal,TRUE
1407,/book/conceptgroup/concept/collapseBody/subconcept/conbody/ol/li/ol/li/ul/li/irclink/marker,list,TRNormal,list,TRNormal,TRUE
1408,/book/conceptgroup/concept/collapseBody/subconcept/conbody/ol/li/ol/li/i,list,TRNormal,list,TRNormal,TRUE
1409,/book/conceptgroup/concept/collapseBody/subconcept/conbody/ol/li/ol/li/irclink,list,TRNormal,list,TRNormal,TRUE
1410,/book/conceptgroup/concept/collapseBody/subconcept/conbody/ol/li/ol/li/irclink/marker,list,TRNormal,list,TRNormal,TRUE
1411,/book/conceptgroup/concept/collapseBody/subconcept/conbody/ol/li/ol/li/fn,footnote,Footnote Text,footnote,Footnote Text,TRUE
1412,/book/conceptgroup/concept/collapseBody/subconcept/conbody/ol/li/ol/li/fn/irclink,footnote,Footnote Text,footnote,Footnote Text,TRUE
1413,/book/conceptgroup/concept/collapseBody/subconcept/conbody/ol/li/ol/li/fn/irclink/marker,footnote,Footnote Text,footnote,Footnote Text,TRUE
1414,/book/conceptgroup/concept/collapseBody/subconcept/conbody/ol/li/ol/li/fn/sttxlink,footnote,Footnote Text,footnote,Footnote Text,TRUE
1415,/book/conceptgroup/concept/collapseBody/subconcept/conbody/ol/li/ol/li/fn/sttxlink/marker,footnote,Footnote Text,footnote,Footnote Text,TRUE
1416,/book/conceptgroup/concept/collapseBody/subconcept/conbody/ol/li/ol/li/fn/treglink,footnote,Footnote Text,footnote,Footnote Text,TRUE
1417,/book/conceptgroup/concept/collapseBody/subconcept/conbody/ol/li/ol/li/fn/treglink/marker,footnote,Footnote Text,footnote,Footnote Text,TRUE
1418,/book/conceptgroup/concept/collapseBody/subconcept/conbody/ol/li/ircpriorlink,list,TRNormal,list,TRNormal,TRUE
1419,/book/conceptgroup/concept/collapseBody/subconcept/conbody/ol/li/ircpriorlink/marker,list,TRNormal,list,TRNormal,TRUE
1420,/book/conceptgroup/concept/collapseBody/subconcept/conbody/ol/li/fn,footnote,Footnote Text,footnote,Footnote Text,TRUE
1421,/book/conceptgroup/concept/collapseBody/subconcept/conbody/ol/li/fn/ptreglink,footnote,Footnote Text,footnote,Footnote Text,TRUE
1422,/book/conceptgroup/concept/collapseBody/subconcept/conbody/ol/li/fn/ptreglink/marker,footnote,Footnote Text,footnote,Footnote Text,TRUE
1423,/book/conceptgroup/concept/collapseBody/subconcept/conbody/ol/li/fn/notlink,footnote,Footnote Text,footnote,Footnote Text,TRUE
1424,/book/conceptgroup/concept/collapseBody/subconcept/conbody/ol/li/fn/notlink/marker,footnote,Footnote Text,footnote,Footnote Text,TRUE
