,Legacy Xpaths,Components,Styles,Given Components,Given Styles,Match
203,/book/conceptgroup/concept/collapseBody/conceptpart/subconcept/conbody/section/ul,list,TRNormal,list,TRNormal,TRUE
204,/book/conceptgroup/concept/collapseBody/conceptpart/subconcept/conbody/section/ul/li,list,TRNormal,list,TRNormal,TRUE
205,/book/conceptgroup/concept/collapseBody/conceptpart/subconcept/conbody/section/ul/li/ul,list,TRNormal,list,TRNormal,TRUE
206,/book/conceptgroup/concept/collapseBody/conceptpart/subconcept/conbody/section/ul/li/ul/li,list,TRNormal,list,TRNormal,TRUE
207,/book/conceptgroup/concept/collapseBody/conceptpart/subconcept/conbody/section/ul/li/ul/li/fn,footnote,Footnote Text,footnote,Footnote Text,TRUE
208,/book/conceptgroup/concept/collapseBody/conceptpart/subconcept/conbody/section/ul/li/ul/li/fn/sttxlink,footnote,Footnote Text,footnote,Footnote Text,TRUE
209,/book/conceptgroup/concept/collapseBody/conceptpart/subconcept/conbody/section/ul/li/ul/li/fn/sttxlink/marker,footnote,Footnote Text,footnote,Footnote Text,TRUE
210,/book/conceptgroup/concept/collapseBody/conceptpart/subconcept/conbody/section/ul/li/ul/li/irclink,list,TRNormal,list,TRNormal,TRUE
211,/book/conceptgroup/concept/collapseBody/conceptpart/subconcept/conbody/section/ul/li/ul/li/irclink/marker,list,TRNormal,list,TRNormal,TRUE
212,/book/conceptgroup/concept/collapseBody/conceptpart/subconcept/conbody/section/ul/li/plcitelink,list,TRNormal,list,TRNormal,TRUE
213,/book/conceptgroup/concept/collapseBody/conceptpart/subconcept/conbody/section/ul/li/plcitelink/marker,list,TRNormal,list,TRNormal,TRUE
214,/book/conceptgroup/concept/collapseBody/conceptpart/subconcept/conbody/section/ul/li/irclink,list,TRNormal,list,TRNormal,TRUE
215,/book/conceptgroup/concept/collapseBody/conceptpart/subconcept/conbody/section/ul/li/irclink/marker,list,TRNormal,list,TRNormal,TRUE
216,/book/conceptgroup/concept/collapseBody/conceptpart/subconcept/conbody/section/ul/li/exreflink,list,TRNormal,list,TRNormal,TRUE
217,/book/conceptgroup/concept/collapseBody/conceptpart/subconcept/conbody/section/ul/li/exreflink/marker,list,TRNormal,list,TRNormal,TRUE
218,/book/conceptgroup/concept/collapseBody/conceptpart/subconcept/conbody/section/ul/li/fn,footnote,Footnote Text,footnote,Footnote Text,TRUE
219,/book/conceptgroup/concept/collapseBody/conceptpart/subconcept/conbody/section/ul/li/fn/sttxlink,footnote,Footnote Text,footnote,Footnote Text,TRUE
220,/book/conceptgroup/concept/collapseBody/conceptpart/subconcept/conbody/section/ul/li/fn/sttxlink/marker,footnote,Footnote Text,footnote,Footnote Text,TRUE
221,/book/conceptgroup/concept/collapseBody/conceptpart/subconcept/conbody/section/note,note,TRNote,note,TRNote,TRUE
222,/book/conceptgroup/concept/collapseBody/conceptpart/subconcept/conbody/section/note/p,note,TRNote,note,TRNote,TRUE
223,/book/conceptgroup/concept/collapseBody/conceptpart/subconcept/conbody/section/note/p/plcitelink,note,TRNote,note,TRNote,TRUE
224,/book/conceptgroup/concept/collapseBody/conceptpart/subconcept/conbody/section/note/p/plcitelink/marker,note,TRNote,note,TRNote,TRUE
225,/book/conceptgroup/concept/collapseBody/conceptpart/subconcept/conbody/section/note/p/b,note,TRNote,note,TRNote,TRUE
226,/book/conceptgroup/concept/collapseBody/conceptpart/subconcept/conbody/section/note/p/exreflink,note,TRNote,note,TRNote,TRUE
227,/book/conceptgroup/concept/collapseBody/conceptpart/subconcept/conbody/section/note/p/exreflink/marker,note,TRNote,note,TRNote,TRUE
228,/book/conceptgroup/concept/collapseBody/conceptpart/subconcept/conbody/section/note/p/fn,footnote,Footnote Text,footnote,Footnote Text,TRUE
229,/book/conceptgroup/concept/collapseBody/conceptpart/subconcept/conbody/section/note/p/fn/case,footnote,Footnote Text,footnote,Footnote Text,TRUE
230,/book/conceptgroup/concept/collapseBody/conceptpart/subconcept/conbody/section/note/p/fn/case/casepart,footnote,Footnote Text,footnote,Footnote Text,TRUE
231,/book/conceptgroup/concept/collapseBody/conceptpart/subconcept/conbody/section/note/p/fn/case/casepart/casedisplay,footnote,Footnote Text,footnote,Footnote Text,TRUE
232,/book/conceptgroup/concept/collapseBody/conceptpart/subconcept/conbody/section/note/p/fn/case/casepart/casedisplay/cslink,footnote,Footnote Text,footnote,Footnote Text,TRUE
233,/book/conceptgroup/concept/collapseBody/conceptpart/subconcept/conbody/section/note/p/fn/case/casepart/casedisplay/cslink/marker,footnote,Footnote Text,footnote,Footnote Text,TRUE
234,/book/conceptgroup/concept/collapseBody/conceptpart/subconcept/conbody/section/note/p/fn/strulink,footnote,Footnote Text,footnote,Footnote Text,TRUE
235,/book/conceptgroup/concept/collapseBody/conceptpart/subconcept/conbody/section/note/p/fn/strulink/marker,footnote,Footnote Text,footnote,Footnote Text,TRUE
236,/book/conceptgroup/concept/collapseBody/conceptpart/subconcept/conbody/section/note/p/fn/stformlink,footnote,Footnote Text,footnote,Footnote Text,TRUE
237,/book/conceptgroup/concept/collapseBody/conceptpart/subconcept/conbody/section/note/p/fn/stformlink/marker,footnote,Footnote Text,footnote,Footnote Text,TRUE
238,/book/conceptgroup/concept/collapseBody/conceptpart/subconcept/conbody/section/note/p/fn/exreflink,footnote,Footnote Text,footnote,Footnote Text,TRUE
239,/book/conceptgroup/concept/collapseBody/conceptpart/subconcept/conbody/section/note/p/fn/exreflink/marker,footnote,Footnote Text,footnote,Footnote Text,TRUE
240,/book/conceptgroup/concept/collapseBody/conceptpart/subconcept/conbody/section/note/p/fn/irclink,footnote,Footnote Text,footnote,Footnote Text,TRUE
241,/book/conceptgroup/concept/collapseBody/conceptpart/subconcept/conbody/section/note/p/fn/irclink/marker,footnote,Footnote Text,footnote,Footnote Text,TRUE
242,/book/conceptgroup/concept/collapseBody/conceptpart/subconcept/conbody/section/note/p/fn/i,footnote,Footnote Text,footnote,Footnote Text,TRUE
243,/book/conceptgroup/concept/collapseBody/conceptpart/subconcept/conbody/section/note/p/fn/momlink,footnote,Footnote Text,footnote,Footnote Text,TRUE
244,/book/conceptgroup/concept/collapseBody/conceptpart/subconcept/conbody/section/note/p/fn/momlink/marker,footnote,Footnote Text,footnote,Footnote Text,TRUE
245,/book/conceptgroup/concept/collapseBody/conceptpart/subconcept/conbody/section/note/p/fn/sttxlink,footnote,Footnote Text,footnote,Footnote Text,TRUE
246,/book/conceptgroup/concept/collapseBody/conceptpart/subconcept/conbody/section/note/p/fn/sttxlink/marker,footnote,Footnote Text,footnote,Footnote Text,TRUE
247,/book/conceptgroup/concept/collapseBody/conceptpart/subconcept/conbody/section/note/p/i,note,TRNote,note,TRNote,TRUE
248,/book/conceptgroup/concept/collapseBody/conceptpart/subconcept/conbody/section/note/p/irclink,note,TRNote,note,TRNote,TRUE
249,/book/conceptgroup/concept/collapseBody/conceptpart/subconcept/conbody/section/note/p/irclink/marker,note,TRNote,note,TRNote,TRUE
250,/book/conceptgroup/concept/collapseBody/conceptpart/subconcept/conbody/section/note/p/sttxlink,note,TRNote,note,TRNote,TRUE
251,/book/conceptgroup/concept/collapseBody/conceptpart/subconcept/conbody/section/note/p/sttxlink/marker,note,TRNote,note,TRNote,TRUE
252,/book/conceptgroup/concept/collapseBody/conceptpart/subconcept/conbody/section/note/p/xref,note,TRNote,note,TRNote,TRUE
253,/book/conceptgroup/concept/collapseBody/conceptpart/subconcept/conbody/section/note/p/xref/marker,note,TRNote,note,TRNote,TRUE
254,/book/conceptgroup/concept/collapseBody/conceptpart/subconcept/conbody/section/title,section,TRContentLevel4,section,TRContentLevel4,TRUE
255,/book/conceptgroup/concept/collapseBody/conceptpart/subconcept/conbody/section/p,paragraph,TRNormal,paragraph,TRNormal,TRUE
256,/book/conceptgroup/concept/collapseBody/conceptpart/subconcept/conbody/section/p/sttxlink,paragraph,TRNormal,paragraph,TRNormal,TRUE
257,/book/conceptgroup/concept/collapseBody/conceptpart/subconcept/conbody/section/p/sttxlink/marker,paragraph,TRNormal,paragraph,TRNormal,TRUE
258,/book/conceptgroup/concept/collapseBody/conceptpart/subconcept/conbody/section/p/plcitelink,paragraph,TRNormal,paragraph,TRNormal,TRUE
259,/book/conceptgroup/concept/collapseBody/conceptpart/subconcept/conbody/section/p/plcitelink/marker,paragraph,TRNormal,paragraph,TRNormal,TRUE
260,/book/conceptgroup/concept/collapseBody/conceptpart/subconcept/conbody/section/p/i,paragraph,TRNormal,paragraph,TRNormal,TRUE
261,/book/conceptgroup/concept/collapseBody/conceptpart/subconcept/conbody/section/p/treglink,paragraph,TRNormal,paragraph,TRNormal,TRUE
262,/book/conceptgroup/concept/collapseBody/conceptpart/subconcept/conbody/section/p/treglink/marker,paragraph,TRNormal,paragraph,TRNormal,TRUE
263,/book/conceptgroup/concept/collapseBody/conceptpart/subconcept/conbody/section/p/b,paragraph,TRNormal,paragraph,TRNormal,TRUE
264,/book/conceptgroup/concept/collapseBody/conceptpart/subconcept/conbody/section/p/exreflink,paragraph,TRNormal,paragraph,TRNormal,TRUE
265,/book/conceptgroup/concept/collapseBody/conceptpart/subconcept/conbody/section/p/exreflink/marker,paragraph,TRNormal,paragraph,TRNormal,TRUE
266,/book/conceptgroup/concept/collapseBody/conceptpart/subconcept/conbody/section/p/fn,footnote,Footnote Text,footnote,Footnote Text,TRUE
267,/book/conceptgroup/concept/collapseBody/conceptpart/subconcept/conbody/section/p/fn/plcitelink,footnote,Footnote Text,footnote,Footnote Text,TRUE
268,/book/conceptgroup/concept/collapseBody/conceptpart/subconcept/conbody/section/p/fn/plcitelink/marker,footnote,Footnote Text,footnote,Footnote Text,TRUE
269,/book/conceptgroup/concept/collapseBody/conceptpart/subconcept/conbody/section/p/fn/oaglink,footnote,Footnote Text,footnote,Footnote Text,TRUE
270,/book/conceptgroup/concept/collapseBody/conceptpart/subconcept/conbody/section/p/fn/oaglink/marker,footnote,Footnote Text,footnote,Footnote Text,TRUE
271,/book/conceptgroup/concept/collapseBody/conceptpart/subconcept/conbody/section/p/fn/stformlink,footnote,Footnote Text,footnote,Footnote Text,TRUE
272,/book/conceptgroup/concept/collapseBody/conceptpart/subconcept/conbody/section/p/fn/stformlink/marker,footnote,Footnote Text,footnote,Footnote Text,TRUE
273,/book/conceptgroup/concept/collapseBody/conceptpart/subconcept/conbody/section/p/fn/strulink,footnote,Footnote Text,footnote,Footnote Text,TRUE
274,/book/conceptgroup/concept/collapseBody/conceptpart/subconcept/conbody/section/p/fn/strulink/marker,footnote,Footnote Text,footnote,Footnote Text,TRUE
275,/book/conceptgroup/concept/collapseBody/conceptpart/subconcept/conbody/section/p/fn/case,footnote,Footnote Text,footnote,Footnote Text,TRUE
276,/book/conceptgroup/concept/collapseBody/conceptpart/subconcept/conbody/section/p/fn/case/casehistoryphrase,footnote,Footnote Text,footnote,Footnote Text,TRUE
277,/book/conceptgroup/concept/collapseBody/conceptpart/subconcept/conbody/section/p/fn/case/casepart,footnote,Footnote Text,footnote,Footnote Text,TRUE
278,/book/conceptgroup/concept/collapseBody/conceptpart/subconcept/conbody/section/p/fn/case/casepart/casedisplay,footnote,Footnote Text,footnote,Footnote Text,TRUE
279,/book/conceptgroup/concept/collapseBody/conceptpart/subconcept/conbody/section/p/fn/case/casepart/casedisplay/cslink,footnote,Footnote Text,footnote,Footnote Text,TRUE
280,/book/conceptgroup/concept/collapseBody/conceptpart/subconcept/conbody/section/p/fn/case/casepart/casedisplay/cslink/marker,footnote,Footnote Text,footnote,Footnote Text,TRUE
281,/book/conceptgroup/concept/collapseBody/conceptpart/subconcept/conbody/section/p/fn/ptreglink,footnote,Footnote Text,footnote,Footnote Text,TRUE
282,/book/conceptgroup/concept/collapseBody/conceptpart/subconcept/conbody/section/p/fn/ptreglink/marker,footnote,Footnote Text,footnote,Footnote Text,TRUE
283,/book/conceptgroup/concept/collapseBody/conceptpart/subconcept/conbody/section/p/fn/irclink,footnote,Footnote Text,footnote,Footnote Text,TRUE
284,/book/conceptgroup/concept/collapseBody/conceptpart/subconcept/conbody/section/p/fn/irclink/marker,footnote,Footnote Text,footnote,Footnote Text,TRUE
285,/book/conceptgroup/concept/collapseBody/conceptpart/subconcept/conbody/section/p/fn/treglink,footnote,Footnote Text,footnote,Footnote Text,TRUE
286,/book/conceptgroup/concept/collapseBody/conceptpart/subconcept/conbody/section/p/fn/treglink/marker,footnote,Footnote Text,footnote,Footnote Text,TRUE
287,/book/conceptgroup/concept/collapseBody/conceptpart/subconcept/conbody/section/p/fn/exreflink,footnote,Footnote Text,footnote,Footnote Text,TRUE
288,/book/conceptgroup/concept/collapseBody/conceptpart/subconcept/conbody/section/p/fn/exreflink/marker,footnote,Footnote Text,footnote,Footnote Text,TRUE
289,/book/conceptgroup/concept/collapseBody/conceptpart/subconcept/conbody/section/p/fn/i,footnote,Footnote Text,footnote,Footnote Text,TRUE
290,/book/conceptgroup/concept/collapseBody/conceptpart/subconcept/conbody/section/p/fn/momlink,footnote,Footnote Text,footnote,Footnote Text,TRUE
291,/book/conceptgroup/concept/collapseBody/conceptpart/subconcept/conbody/section/p/fn/momlink/marker,footnote,Footnote Text,footnote,Footnote Text,TRUE
292,/book/conceptgroup/concept/collapseBody/conceptpart/subconcept/conbody/section/p/fn/sttxlink,footnote,Footnote Text,footnote,Footnote Text,TRUE
293,/book/conceptgroup/concept/collapseBody/conceptpart/subconcept/conbody/section/p/fn/sttxlink/marker,footnote,Footnote Text,footnote,Footnote Text,TRUE
294,/book/conceptgroup/concept/collapseBody/conceptpart/subconcept/conbody/section/p/irclink,paragraph,TRNormal,paragraph,TRNormal,TRUE
295,/book/conceptgroup/concept/collapseBody/conceptpart/subconcept/conbody/section/p/irclink/marker,paragraph,TRNormal,paragraph,TRNormal,TRUE
296,/book/conceptgroup/concept/collapseBody/conceptpart/subconcept/conbody/section/p/xref,paragraph,TRNormal,paragraph,TRNormal,TRUE
297,/book/conceptgroup/concept/collapseBody/conceptpart/subconcept/conbody/section/p/xref/marker,paragraph,TRNormal,paragraph,TRNormal,TRUE
298,/book/conceptgroup/concept/collapseBody/conceptpart/subconcept/conbody/p,paragraph,TRNormal,paragraph,TRNormal,TRUE
299,/book/conceptgroup/concept/collapseBody/conceptpart/subconcept/conbody/p/i,paragraph,TRNormal,paragraph,TRNormal,TRUE
300,/book/conceptgroup/concept/collapseBody/conceptpart/subconcept/conbody/p/b,paragraph,TRNormal,paragraph,TRNormal,TRUE
301,/book/conceptgroup/concept/collapseBody/conceptpart/subconcept/conbody/p/b/b,paragraph,TRNormal,paragraph,TRNormal,TRUE
302,/book/conceptgroup/concept/collapseBody/conceptpart/subconcept/conbody/p/exreflink,paragraph,TRNormal,paragraph,TRNormal,TRUE
303,/book/conceptgroup/concept/collapseBody/conceptpart/subconcept/conbody/p/exreflink/marker,paragraph,TRNormal,paragraph,TRNormal,TRUE
304,/book/conceptgroup/concept/collapseBody/conceptpart/subconcept/conbody/p/fn,footnote,Footnote Text,footnote,Footnote Text,TRUE
305,/book/conceptgroup/concept/collapseBody/conceptpart/subconcept/conbody/p/fn/strulink,footnote,Footnote Text,footnote,Footnote Text,TRUE
306,/book/conceptgroup/concept/collapseBody/conceptpart/subconcept/conbody/p/fn/strulink/marker,footnote,Footnote Text,footnote,Footnote Text,TRUE
307,/book/conceptgroup/concept/collapseBody/conceptpart/subconcept/conbody/p/fn/case,footnote,Footnote Text,footnote,Footnote Text,TRUE
308,/book/conceptgroup/concept/collapseBody/conceptpart/subconcept/conbody/p/fn/case/casehistoryphrase,footnote,Footnote Text,footnote,Footnote Text,TRUE
309,/book/conceptgroup/concept/collapseBody/conceptpart/subconcept/conbody/p/fn/case/casepart,footnote,Footnote Text,footnote,Footnote Text,TRUE
310,/book/conceptgroup/concept/collapseBody/conceptpart/subconcept/conbody/p/fn/case/casepart/casedisplay,footnote,Footnote Text,footnote,Footnote Text,TRUE
311,/book/conceptgroup/concept/collapseBody/conceptpart/subconcept/conbody/p/fn/case/casepart/casedisplay/cslink,footnote,Footnote Text,footnote,Footnote Text,TRUE
312,/book/conceptgroup/concept/collapseBody/conceptpart/subconcept/conbody/p/fn/case/casepart/casedisplay/cslink/marker,footnote,Footnote Text,footnote,Footnote Text,TRUE
313,/book/conceptgroup/concept/collapseBody/conceptpart/subconcept/conbody/p/fn/stformlink,footnote,Footnote Text,footnote,Footnote Text,TRUE
314,/book/conceptgroup/concept/collapseBody/conceptpart/subconcept/conbody/p/fn/stformlink/marker,footnote,Footnote Text,footnote,Footnote Text,TRUE
315,/book/conceptgroup/concept/collapseBody/conceptpart/subconcept/conbody/p/fn/revrlink,footnote,Footnote Text,footnote,Footnote Text,TRUE
316,/book/conceptgroup/concept/collapseBody/conceptpart/subconcept/conbody/p/fn/revrlink/marker,footnote,Footnote Text,footnote,Footnote Text,TRUE
317,/book/conceptgroup/concept/collapseBody/conceptpart/subconcept/conbody/p/fn/exreflink,footnote,Footnote Text,footnote,Footnote Text,TRUE
318,/book/conceptgroup/concept/collapseBody/conceptpart/subconcept/conbody/p/fn/exreflink/marker,footnote,Footnote Text,footnote,Footnote Text,TRUE
319,/book/conceptgroup/concept/collapseBody/conceptpart/subconcept/conbody/p/fn/treglink,footnote,Footnote Text,footnote,Footnote Text,TRUE
320,/book/conceptgroup/concept/collapseBody/conceptpart/subconcept/conbody/p/fn/treglink/marker,footnote,Footnote Text,footnote,Footnote Text,TRUE
321,/book/conceptgroup/concept/collapseBody/conceptpart/subconcept/conbody/p/fn/i,footnote,Footnote Text,footnote,Footnote Text,TRUE
322,/book/conceptgroup/concept/collapseBody/conceptpart/subconcept/conbody/p/fn/irclink,footnote,Footnote Text,footnote,Footnote Text,TRUE
323,/book/conceptgroup/concept/collapseBody/conceptpart/subconcept/conbody/p/fn/irclink/marker,footnote,Footnote Text,footnote,Footnote Text,TRUE
324,/book/conceptgroup/concept/collapseBody/conceptpart/subconcept/conbody/p/fn/momlink,footnote,Footnote Text,footnote,Footnote Text,TRUE
325,/book/conceptgroup/concept/collapseBody/conceptpart/subconcept/conbody/p/fn/momlink/marker,footnote,Footnote Text,footnote,Footnote Text,TRUE
326,/book/conceptgroup/concept/collapseBody/conceptpart/subconcept/conbody/p/fn/sttxlink,footnote,Footnote Text,footnote,Footnote Text,TRUE
327,/book/conceptgroup/concept/collapseBody/conceptpart/subconcept/conbody/p/fn/sttxlink/marker,footnote,Footnote Text,footnote,Footnote Text,TRUE
